34914.0	11.773195	1.262621	2	
6468.0	6.067568	1.327047	1	
51052.0	4.680098	0.625224	0	
1148.0	0.0	0.332365	1	
28454.0	11.695276	0.679015	2	
13994.0	12.908384	1.657722	2	
12518.0	4.662664	0.495403	1	
11210.0	3.929456	0.025466	1	
22730.0	4.545711	1.233254	0	
19600.0	11.155826	0.335131	2	
39075.0	14.677836	0.793183	2	
55164.0	4.50874	1.036192	0	
6487.0	4.750964	0.55824	1	
1774.0	4.682812	0.578112	1	
59333.0	7.184595	1.261338	0	
11160.0	0.0	0.72217	1	
26575.0	10.650102	0.866627	2	
48915.0	3.085853	0.967899	0	
7826.0	2.531885	1.659173	1	
41740.0	9.609836	1.438105	2	
36642.0	3.14931	0.639669	0	
53644.0	7.973845	0.307364	2	
12705.0	0.0	0.948004	1	
38010.0	1.06587	1.141569	0	
27223.0	8.361362	1.643204	2	
28168.0	13.860672	1.29327	2	
68997.0	9.778962	1.195498	0	
43547.0	1.826637	0.811457	0	
1593.0	4.752134	0.359205	1	
7487.0	0.0	0.645045	1	
77372.0	15.29957	0.331351	0	
32907.0	7.072764	1.117386	2	
37072.0	13.245859	0.927465	2	
26728.0	10.962941	1.037324	2	
23817.0	2.449378	1.32256	0	
35135.0	2.4353	1.211744	0	
587.0	0.177621	0.162614	1	
26728.0	10.962941	1.037324	2	
62911.0	7.193166	1.117456	0	
30819.0	11.11166	0.989159	2	
69209.0	11.339537	1.06874	0	
33835.0	8.188005	0.964896	2	
55264.0	3.467074	1.231019	0	
79341.0	10.702532	0.204792	0	
12495.0	5.559181	1.357926	1	
14851.0	14.305636	0.632317	2	
6121.0	8.339588	1.443357	1	
70527.0	10.75049	0.097415	0	
27268.0	4.398172	0.975024	0	
19780.0	1.376085	1.178359	1	
31390.0	11.053664	1.180117	2	
5832.0	0.0	0.089749	1	
37302.0	14.115544	0.676198	2	
13398.0	0.0	1.104178	1	
53376.0	3.399331	0.077501	0	
22834.0	4.459495	0.538867	0	
76319.0	15.04044	1.366898	0	
13605.0	9.627613	0.935842	1	
39710.0	10.365836	0.505898	2	
37760.0	12.310404	0.259339	2	
67066.0	7.541444	0.809226	0	
33944.0	10.606732	1.253858	2	
8848.0	3.543989	0.345853	1	
30302.0	8.243063	1.122768	2	
16801.0	8.585227	1.455708	2	
57350.0	2.579801	1.149172	0	
41544.0	8.777129	1.111464	2	
6131.0	0.608457	0.51222	1	
8762.0	6.802144	0.615284	1	
13301.0	5.655826	1.582159	1	
55895.0	3.027528	0.885457	0	
8571.0	1.924045	1.664782	1	
9452.0	3.214568	1.083536	1	
8554.0	2.507302	0.869177	1	
36715.0	8.129538	0.329913	2	
37447.0	1.990976	0.378081	0	
31685.0	7.228002	0.67067	2	
45944.0	9.213215	0.797743	2	
8700.0	0.0	1.424017	1	
14113.0	4.269419	0.134181	1	
70204.0	13.663189	0.133251	0	
36715.0	8.129538	0.329913	2	
8998.0	4.156252	0.097109	1	
44373.0	4.391522	0.8071	0	
14011.0	0.404888	0.459517	1	
37302.0	14.115544	0.676198	2	
16633.0	6.956372	1.519308	1	
2493.0	0.034087	0.335848	1	
44432.0	8.346618	0.042318	2	
10753.0	2.62869	0.44432	1	
69643.0	4.624115	1.185192	0	
7010.0	2.971931	0.034321	1	
11272.0	3.365027	1.014085	1	
2763.0	0.646828	1.266069	1	
34844.0	8.889202	1.665414	2	
4446.0	5.42028	0.12731	1	
69058.0	8.229125	0.195886	0	
57070.0	1.587247	1.456982	0	
17824.0	0.01954	0.977949	1	
42173.0	10.081853	1.376745	2	
41544.0	8.777129	1.111464	2	
24091.0	2.317302	1.411137	0	
44591.0	11.521298	0.30086	2	
38334.0	9.359918	0.052262	2	
66972.0	9.129253	0.594089	0	
42181.0	6.796548	1.112153	2	
6013.0	9.378238	0.307392	1	
